"Time:","Reading Number:","Azimuth:","Pitch:","Roll:","Acceleration X:","Acceleration Y:","Acceleration Z:","Start/End:","Activity:"
"15:00:53","621","-0.9449274","1.2729849","-2.6234126","-0.03617215","-0.27176166","0.102786124","","scoop and add coffee"
"15:00:53","622","-0.870699","1.2261996","-2.6965592","-0.06636596","-0.2759266","0.14161164","","scoop and add coffee"
"15:00:53","623","-0.870699","1.2261996","-2.6965592","-0.053092718","-0.22074127","0.1132893","","scoop and add coffee"
"15:00:53","624","-0.82714957","1.2016824","-2.7448108","-0.062087893","-0.21519446","0.12547094","","scoop and add coffee"
"15:00:53","625","-0.82714957","1.2016824","-2.7448108","-0.04967034","-0.17215562","0.100376725","","scoop and add coffee"
"15:00:53","626","-0.7798852","1.1549482","-2.796444","-0.07712364","-0.1790309","0.11811286","","scoop and add coffee"
"15:00:53","627","-0.7798852","1.1549482","-2.796444","-0.061698914","-0.14322472","0.09449029","","scoop and add coffee"
"15:00:53","628","-0.77315336","1.1476308","-2.8027537","-0.055213094","-0.119627476","0.08097768","","scoop and add coffee"
"15:00:53","629","-0.77315336","1.1476308","-2.8027537","-0.0441705","-0.09570193","0.06478214","","scoop and add coffee"
"15:00:53","630","-0.7367107","1.1258168","-2.8386903","-0.05278766","-0.10531068","0.080979824","","scoop and add coffee"
"15:00:53","631","-0.7367107","1.1258168","-2.8386903","-0.04223013","-0.08424854","0.06478387","","scoop and add coffee"
"15:00:53","632","-0.70904106","1.1584829","-2.8685267","-0.00765121","-0.091267824","0.07396287","","scoop and add coffee"
"15:00:53","633","-0.70904106","1.1584829","-2.8685267","-0.00612092","-0.07301402","0.059170306","","scoop and add coffee"
"15:00:53","634","-0.6370174","1.1377637","-2.9287763","-0.021472096","-0.106610775","0.1049552","","scoop and add coffee"
"15:00:53","635","-0.6370174","1.1377637","-2.9287763","-0.017177701","-0.085288525","0.08396417","","scoop and add coffee"
"15:00:53","636","-0.6657734","1.1430618","-2.8897808","-0.009503722","-0.037034273","0.044166565","","scoop and add coffee"
"15:00:53","637","-0.6657734","1.1430618","-2.8897808","-0.00760293","-0.029627323","0.035333276","","scoop and add coffee"
"15:00:53","638","-0.5827764","1.1255379","-2.969311","-0.020101428","-0.08732581","0.094664216","","scoop and add coffee"
"15:00:53","639","-0.5827764","1.1255379","-2.969311","-0.016081214","-0.0698607","0.0757314","","scoop and add coffee"
"15:00:53","640","-0.46835795","1.0819497","-3.0676248","-0.047735453","-0.1345396","0.1521199","","scoop and add coffee"
"15:00:53","641","-0.46835795","1.0819497","-3.0676248","-0.03818834","-0.10763168","0.121695906","","scoop and add coffee"
"15:00:53","642","-0.48104385","1.1171138","-3.0333803","-0.0024193525","-0.05870962","0.087208","","scoop and add coffee"
"15:00:53","643","-0.48104385","1.1171138","-3.0333803","-0.001935482","-0.046967506","0.06976643","","scoop and add coffee"
"15:00:53","644","-0.5372552","1.1165429","-2.9715219","-0.0020051003","0.011912823","0.010844052","","scoop and add coffee"
"15:00:53","645","-0.5372552","1.1165429","-2.9715219","-0.0016040802","0.009530306","0.008675218","","scoop and add coffee"
"15:00:53","646","-0.6519602","1.1415687","-2.84825","0.018737316","0.1062417","-0.08482379","","scoop and add coffee"
"15:00:53","647","-0.6519602","1.1415687","-2.84825","0.014989853","0.08499336","-0.06785905","","scoop and add coffee"
"15:00:53","648","-0.6534126","1.103001","-2.8356164","-0.018862247","0.0781014","-0.05544913","","scoop and add coffee"
"15:00:53","649","-0.6534126","1.103001","-2.8356164","-0.0150898695","0.062481165","-0.044359326","","scoop and add coffee"
"15:00:54","650","-0.5862955","1.017053","-2.8608658","-0.080830336","0.029785395","0.018206239","","scoop and add coffee"
"15:00:54","651","-0.5862955","1.017053","-2.8608658","-0.064664245","0.023828268","0.014564991","","scoop and add coffee"
"15:00:54","652","-0.61709416","1.020938","-2.8099248","-0.048623323","0.059815407","-0.012986958","","scoop and add coffee"
"15:00:54","653","-0.61709416","1.020938","-2.8099248","-0.038898706","0.047852516","-0.010389566","","scoop and add coffee"
"15:00:54","654","-0.6179402","0.9584205","-2.794519","-0.08113301","0.050606728","-0.00898844","","scoop and add coffee"
"15:00:54","655","-0.6179402","0.9584205","-2.794519","-0.06490636","0.040485382","-0.007190764","","scoop and add coffee"
"15:00:54","656","-0.64285195","0.9300041","-2.7625582","-0.074658155","0.057956934","-0.025682032","","scoop and add coffee"
"15:00:54","657","-0.64285195","0.9300041","-2.7625582","-0.059726536","0.046365738","-0.020545602","","scoop and add coffee"
"15:00:54","658","-0.6537979","0.9153048","-2.742094","-0.05954069","0.053463936","-0.025193274","","scoop and add coffee"
"15:00:54","659","-0.6537979","0.9153048","-2.742094","-0.047632575","0.0427711","-0.020154595","","scoop and add coffee"
"15:00:54","660","-0.6417058","0.901969","-2.7499192","-0.04877466","0.027956724","-0.0064499974","","scoop and add coffee"
"15:00:54","661","-0.6417058","0.901969","-2.7499192","-0.039019763","0.022365332","-0.0051600337","","scoop and add coffee"
