"Time:","Reading Number:","Azimuth:","Pitch:","Roll:","Acceleration X:","Acceleration Y:","Acceleration Z:","Start/End:","Activity:"
"15:02:33","3486","0.18468449","1.1056893","2.3735168","0.0020302534","0.05394888","-0.049721748","","add butter"
"15:02:33","3487","0.18468449","1.1056893","2.3735168","0.0016242266","0.043159008","-0.039777398","","add butter"
"15:02:33","3488","0.18873258","1.1044873","2.3706586","3.3771992E-4","0.03224063","-0.028583452","","add butter"
"15:02:33","3489","0.18873258","1.1044873","2.3706586","2.7012825E-4","0.02579236","-0.02286677","","add butter"
"15:02:33","3490","0.12364908","1.0784385","2.4366636","-0.020622969","0.07343793","-0.07036022","","add butter"
"15:02:33","3491","0.12364908","1.0784385","2.4366636","-0.016498327","0.05875039","-0.056288175","","add butter"
"15:02:33","3492","0.13082498","1.081974","2.4248927","-0.0103702545","0.03758359","-0.039289817","","add butter"
"15:02:33","3493","0.13082498","1.081974","2.4248927","-0.008296251","0.030066967","-0.031431854","","add butter"
"15:02:33","3494","0.16299392","1.1095413","2.3799183","0.015416861","-0.011925936","5.8966875E-4","","add butter"
"15:02:33","3495","0.16299392","1.1095413","2.3799183","0.012333512","-0.009540796","4.7174096E-4","","add butter"
"15:02:33","3496","0.17365327","1.1179755","2.3652728","0.016614199","-0.019349098","0.008904874","","add butter"
"15:02:33","3497","0.17365327","1.1179755","2.3652728","0.013291359","-0.015479326","0.0071238875","","add butter"
"15:02:33","3498","0.16720256","1.1333712","2.366718","0.022949696","-0.011227131","5.3852797E-4","","add butter"
"15:02:33","3499","0.16720256","1.1333712","2.366718","0.01835978","-0.008981705","4.3082237E-4","","add butter"
"15:02:33","3500","0.1369305","1.1428714","2.3870957","0.022287965","0.009116888","-0.023873001","","add butter"
"15:02:33","3501","0.1369305","1.1428714","2.3870957","0.017830372","0.0072934628","-0.019098401","","add butter"
"15:02:33","3502","0.08022464","1.1362866","2.4371686","0.008996487","0.045892954","-0.060643397","","add butter"
"15:02:33","3503","0.08022464","1.1362866","2.4371686","0.007197261","0.036714315","-0.048514716","","add butter"
"15:02:33","3504","0.059731055","1.1272485","2.4575727","-0.0014727116","0.045694828","-0.055206638","","add butter"
"15:02:33","3505","0.059731055","1.1272485","2.4575727","-0.0011781454","0.036555767","-0.04416531","","add butter"
"15:02:34","3506","0.023871502","1.1166599","2.492812","-0.009413481","0.05743599","-0.06401989","","add butter"
"15:02:34","3507","0.023871502","1.1166599","2.492812","-0.0075308084","0.045948744","-0.051215917","","add butter"
"15:02:34","3508","0.01610992","1.1177592","2.5013533","-0.005145192","0.043591976","-0.047182","","add butter"
"15:02:34","3509","0.01610992","1.1177592","2.5013533","-0.0041161776","0.034873486","-0.037745602","","add butter"
"15:02:34","3510","0.018485473","1.1104974","2.4985976","-0.009102464","0.02569437","-0.02829604","","add butter"
"15:02:34","3511","0.018485473","1.1104974","2.4985976","-0.0072820187","0.020555496","-0.022636833","","add butter"
"15:02:34","3512","0.016811108","1.1131842","2.4973726","-0.003676176","0.015464544","-0.019448956","","add butter"
"15:02:34","3513","0.016811108","1.1131842","2.4973726","-0.0029410124","0.0123717785","-0.015559165","","add butter"
"15:02:34","3514","0.039844207","1.1043388","2.4683154","-0.009429097","-0.013348341","0.005979147","","add butter"
"15:02:34","3515","0.039844207","1.1043388","2.4683154","-0.007543206","-0.01067853","0.0047833174","","add butter"
"15:02:34","3516","0.03498873","1.0756711","2.4753366","-0.028968692","-0.0029258728","-5.77271E-5","","add butter"
"15:02:34","3517","0.03498873","1.0756711","2.4753366","-0.023174882","-0.0023407936","-4.6182424E-5","","add butter"
"15:02:34","3518","0.056235436","1.0769942","2.4512613","-0.017481446","-0.021132708","0.01696042","","add butter"
"15:02:34","3519","0.056235436","1.0769942","2.4512613","-0.013985157","-0.016906023","0.013568334","","add butter"
"15:02:34","3520","0.057907633","1.0773385","2.4495788","-0.010912657","-0.014870882","0.012192424","","add butter"
"15:02:34","3521","0.057907633","1.0773385","2.4495788","-0.008730054","-0.01189661","0.009753939","","add butter"
"15:02:34","3522","0.05264503","1.0746384","2.4553125","-0.009144068","-0.004930258","0.0035930686","","add butter"
"15:02:34","3523","0.05264503","1.0746384","2.4553125","-0.007315278","-0.0039441586","0.0028744526","","add butter"
"15:02:34","3524","-0.16129488","0.9073188","2.648383","-0.13970786","0.15130115","-0.16885237","","add butter"
"15:02:34","3525","-0.16129488","0.9073188","2.648383","-0.11176628","0.12104106","-0.1350819","","add butter"
"15:02:34","3526","-0.35840252","0.59694886","2.822456","-0.33770895","0.23609114","-0.26575163","","add butter"
"15:02:34","3527","-0.35840252","0.59694886","2.822456","-0.27016717","0.18887281","-0.2126013","","add butter"
"15:02:34","3528","-0.39560235","0.50625974","2.8509731","-0.28868508","0.17391205","-0.1998409","","add butter"
"15:02:34","3529","-0.39560235","0.50625974","2.8509731","-0.23094809","0.13912964","-0.15987271","","add butter"
"15:02:34","3530","-0.360186","0.5885533","2.8262534","-0.118923604","0.09152794","-0.09956509","","add butter"
"15:02:34","3531","-0.360186","0.5885533","2.8262534","-0.09513891","0.0732224","-0.07965207","","add butter"
"15:02:34","3532","-0.2145856","0.9192045","2.6952684","0.1884098","-0.04621005","0.052758664","","add butter"
"15:02:34","3533","-0.2145856","0.9192045","2.6952684","0.15072787","-0.036967993","0.042206943","","add butter"
"15:02:34","3534","-0.04131682","1.1167576","2.545688","0.27862477","-0.14923882","0.17238058","","add butter"
