"Time:","Reading Number:","Azimuth:","Pitch:","Roll:","Acceleration X:","Acceleration Y:","Acceleration Z:","Start/End:","Activity:"
"15:00:47","450","-0.6583269","0.9344057","-2.685554","-0.082488894","-0.13108301","0.08188897","","bt"
"15:00:47","451","-0.6583269","0.9344057","-2.685554","-0.065991044","-0.104866266","0.06551117","","bt"
"15:00:47","452","-0.6859997","0.962008","-2.6791787","-0.030710995","-0.07879281","0.030270755","","bt"
"15:00:47","453","-0.6859997","0.962008","-2.6791787","-0.024568796","-0.063034296","0.024216592","","bt"
"15:00:47","454","-0.7437782","0.9937847","-2.6667924","0.005766332","-0.040518284","-0.026849508","","bt"
"15:00:47","455","-0.7437782","0.9937847","-2.6667924","0.004613042","-0.032414436","-0.021479607","","bt"
"15:00:47","456","-0.7635859","0.99219614","-2.704488","0.0024195313","-0.05608797","-0.033029854","","bt"
"15:00:47","457","-0.7635859","0.99219614","-2.704488","0.0019356608","-0.044870377","-0.026423872","","bt"
"15:00:47","458","-0.7766908","1.0009624","-2.7923613","0.008561552","-0.10619497","-0.031622946","","bt"
"15:00:47","459","-0.7766908","1.0009624","-2.7923613","0.0068492293","-0.08495593","-0.025298357","","bt"
"15:00:47","460","-0.7471816","1.022887","-2.8718054","0.023019075","-0.13152003","0.0033686757","","bt"
"15:00:47","461","-0.7471816","1.022887","-2.8718054","0.018415213","-0.10521603","0.0026949048","","bt"
"15:00:47","462","-0.5372659","1.0542043","-3.1013348","0.0397861","-0.26779628","0.17008847","","bt"
"15:00:47","463","-0.5372659","1.0542043","-3.1013348","0.03182888","-0.21423697","0.13607079","","bt"
"15:00:47","464","-0.20976819","1.009121","2.968162","-0.010603547","4.684208","0.3708548","","bt"
"15:00:47","465","-0.20976819","1.009121","2.968162","-0.008482814","3.7473664","0.29668385","","bt"
"15:00:47","466","0.1519386","0.9786621","2.818491","-0.03115338","2.8781562","0.5267125","","bt"
"15:00:47","467","0.1519386","0.9786621","2.818491","-0.024922669","2.302525","0.42136997","","bt"
"15:00:47","468","0.30841935","0.98119944","2.7839243","-0.017908275","1.8143668","0.46228057","","bt"
"15:00:47","469","0.30841935","0.98119944","2.7839243","-0.014326632","1.4514935","0.36982447","","bt"
"15:00:47","470","0.5471442","0.9929781","2.765178","-0.0020383596","1.1461978","0.48683944","","bt"
"15:00:47","471","0.5471442","0.9929781","2.765178","-0.0016306639","0.91695833","0.38947156","","bt"
"15:00:47","472","0.62376744","0.9756857","2.84002","-0.015138447","0.79344034","0.37287587","","bt"
"15:00:47","473","0.62376744","0.9756857","2.84002","-0.01211077","0.6347523","0.29830068","","bt"
"15:00:47","474","0.5923552","0.8881642","2.942409","-0.079705775","0.5897131","0.21351075","","bt"
